id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14303090,Cozy Remodeled Compact  Apartment,8015347,Edwin,,West Roxbury,42.27232,-71.1625,Entire home/apt,125,1,110,2019-9-8,2.57,2,364
14319414,Luxury 2BD Southie Condo Near BCEC Prvt Roof Deck,66436691,Andrew & Jen,,South Boston,42.33956,-71.05012,Entire home/apt,300,3,37,2019-12-26,0.9,1,122
14368660,Private Room - Commonwealth Avenue,69884462,Syed,,Fenway,42.35009,-71.10682,Private room,100,91,14,2018-7-21,0.33,1,0
14372667,South End Apt,26510042,Ruth,,South End,42.34278,-71.07686,Entire home/apt,140,91,20,2019-3-1,0.47,1,364
14406532,Large one bedroom suite w/ private bath,88589810,Ronda,,West Roxbury,42.28809,-71.16984,Entire home/apt,100,1,129,2019-12-29,3.39,1,338
14414473,Modern living in a conveniently located brownstone,5654336,Bill,,Roxbury,42.33001,-71.09194,Entire home/apt,130,91,88,2019-11-24,2.07,1,289
14415125,"ARTHOUSE,  Stay in a gallery!",70542233,Christine,,Jamaica Plain,42.31634,-71.10286,Entire home/apt,239,28,10,2019-9-3,0.24,2,325
14424180,"Downtown Crossing ARTlab, 2 Bedroom 1 Bath",20857768,Adam,,Downtown,42.35626,-71.06149,Entire home/apt,289,9,31,2019-12-31,0.76,15,62
14426987,Urban oasis: 2 pvt rooms+guest bath,31367270,Brad,,Roxbury,42.32673,-71.09283,Private room,145,2,100,2019-11-25,2.34,1,93
14452500,1 Bedroom in prime North End,3387042,Nirmal,,North End,42.36691,-71.05365,Entire home/apt,110,91,18,2017-7-4,0.43,1,0
14460344,"Friendly Single Bed near Harvard, BU & BC",89089164,Ellen,,Brighton,42.34595,-71.15275,Private room,80,91,8,2017-3-12,0.19,1,0
14461998,COZY South end studio (In Boston),88372372,Lauren,,South End,42.335,-71.07509,Entire home/apt,165,91,17,2017-10-29,0.4,1,0
14469894,Experience ARTlab Back Bay,71393113,Eric,,Fenway,42.34599,-71.08865,Entire home/apt,300,2,12,2020-1-3,0.28,5,0
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,18517776,Huggy,,Dorchester,42.30555,-71.0723,Private room,36,91,3,2017-9-6,0.07,31,365
14472483,Sonder | Financial District | Stunning 2BR,12243051,Sonder,,Downtown,42.35735,-71.05326,Entire home/apt,155,30,86,2019-12-7,2.05,188,322
14474750,Third Floor Suite- 2 bedrooms with private bath.,79575198,Jeff,,Jamaica Plain,42.31179,-71.12133,Entire home/apt,139,2,123,2020-1-2,3.03,2,171
14486237,Boston @ Its Finest,71393113,Eric,,Fenway,42.34737,-71.08906,Entire home/apt,125,10,23,2020-1-2,0.54,5,0
14531631,Last Minute Feb Pricing! 2 Purrfect Cat Co-Hosts ‚ù?72882793,Drew & Liesl,,Jamaica Plain,42.30776,-71.10478,Entire home/apt,150,2,16,2019-12-16,0.45,1,63,
14538087,Charming north end 2brm w/ private deck,2006852,Jay,,North End,42.3661,-71.05192,Entire home/apt,196,3,190,2020-1-4,4.58,4,250
14539326,Andrew Sq Room Close to T&Shops 2,18479599,Agnieszka,,Dorchester,42.32457,-71.05838,Private room,75,91,3,2017-8-3,0.07,8,365
14566378,Convenient Location Private 1 Bdr 1st Floor Apt,25938192,Elena,,Jamaica Plain,42.31742,-71.10957,Entire home/apt,150,3,48,2019-11-23,2.16,2,253
14566386,Fully-Equipped Private 1 Bedroom 2nd Floor Apt,25938192,Elena,,Jamaica Plain,42.31817,-71.11,Entire home/apt,160,3,126,2020-2-4,3.08,2,279
14573951,Welcoming 2 Bedroom Apt - Close proximity to MBTA,90309322,Kevin,,Jamaica Plain,42.30001,-71.11241,Entire home/apt,122,2,94,2019-11-24,2.32,1,166
14585335,SPACIOUS TOWNHOUSE with Essential Amenities,90419082,Camille,,Mattapan,42.27519,-71.0687,Entire home/apt,165,2,44,2019-12-20,1.09,2,282
14600925,Comfy & Private Room w/ Airbed by the Red Line!,16186589,Marie,,Dorchester,42.30399,-71.07042,Private room,32,30,9,2019-9-1,0.23,25,364
14677678,Charming 3 BR Home in Quiet Boston Neighborhood,65498878,Donna,,West Roxbury,42.29561,-71.14608,Entire home/apt,250,4,34,2019-12-31,0.81,1,116
14682588,Be in the Heart of Boston,71393113,Eric,,Fenway,42.34699,-71.08886,Entire home/apt,225,3,43,2019-10-5,1.01,5,0
14682931,"Charming room, in hip JP near The T  #2",30490577,Lori,,Jamaica Plain,42.31765,-71.10049,Private room,72,2,194,2020-2-2,4.63,3,67
14686119,Stay with Fun Family ( twin size bed),67637928,Yuki,,Mattapan,42.27399,-71.07229,Private room,28,29,8,2018-11-22,0.2,4,248
14704252,Modern 3.5 BR Single Family Home,24358957,Bill,,South Boston,42.33369,-71.05272,Entire home/apt,800,2,17,2019-9-6,0.48,1,346
14744481,Sonder | Winthrop Square | Simple Studio,12243051,Sonder,,Downtown,42.35392,-71.05908,Entire home/apt,105,30,28,2019-12-8,0.67,188,349
14744525,Sonder | Financial District | Modern 2BR,12243051,Sonder,,Downtown,42.3581,-71.05491,Entire home/apt,155,30,52,2019-9-12,1.25,188,337
14747309,Spacious One Bed Private Room,85129447,Antoine,,Roxbury,42.32184,-71.09244,Private room,82,1,216,2019-11-17,5.3,1,351
14747561,Very Affordable & Cozy Room with Airbed!,16186589,Marie,,Dorchester,42.30423,-71.07256,Private room,35,30,7,2019-10-28,0.17,25,364
14770892,"Victorian Charm, Modern Living: South End/Back Bay",34055750,Philip And Ann,,South End,42.34337,-71.06951,Entire home/apt,395,2,137,2020-1-20,3.26,1,128
14778561,"Mt Restmore, COZY spacious and Clean",44581223,Andre,,Hyde Park,42.25261,-71.11616,Private room,50,2,38,2020-2-7,0.9,4,323
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,Bay Village,42.349,-71.06888,Entire home/apt,463,3,104,2020-2-2,2.52,1,163
14824684,Abigayle's Bed and Breakfast M263 King/Singles,32532791,Marie,,Fenway,42.35046,-71.10162,Private room,175,2,46,2019-12-5,1.1,11,215
14825159,Abigayle's Bed and Breakfast Single M263 S3,32532791,Marie,,Fenway,42.34992,-71.09619,Private room,130,2,45,2020-1-26,1.08,11,214
14843050,The apartment you were looking for!,92878185,Victor,,South Boston,42.34044,-71.05083,Private room,125,1,33,2019-11-4,0.79,1,178
14868157,"Charming room, in hip JP near The T  #1",30490577,Lori,,Jamaica Plain,42.31689,-71.10005,Private room,75,2,227,2020-1-25,5.43,3,104
14873100,"Large room, 2nd floor, wood floor",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,75,3,70,2020-1-11,1.71,9,45
14897997,Sonder | Financial District | Chic 2BR,12243051,Sonder,,Downtown,42.35859,-71.05514,Entire home/apt,155,30,56,2019-12-6,1.35,188,347
14900386,Large Room near Boston Landing/Harvard Sq,91411121,Moon,,Brighton,42.35424,-71.14111,Private room,88,91,13,2018-8-22,0.32,3,179
14918032,Luxurious and Spacious 3 BR private apt near train,44617326,Caroline,,East Boston,42.37705,-71.03119,Entire home/apt,359,91,48,2019-8-27,1.16,3,0
14924831,"New Construction Comfort, Easy To Get Everywhere",93820834,Maria,,Charlestown,42.38192,-71.06884,Private room,190,3,21,2019-7-18,0.51,3,81
14928081,Rozinante,92691757,Melissa,,Charlestown,42.36992,-71.06126,Private room,289,1,5,2019-10-23,0.17,8,168
14928666,Pied-√†-Terre on The Hill,11709426,Hunter,,Beacon Hill,42.35918,-71.06422,Entire home/apt,140,91,3,2017-7-4,0.08,1,0
14936017,‚òÜSPECTACULAR CONDO‚ò?minutes from downtown!,90606566,Bridget,,East Boston,42.36804,-71.0382,Entire home/apt,60,91,245,2019-8-25,5.89,2,0
14943350,219 on the Ocean with Private Bath,72139831,Robin,,Dorchester,42.30903,-71.04681,Private room,97,1,196,2020-1-31,4.72,4,318
14950089,"""Casita"" on the Water",92691757,Melissa,,Charlestown,42.3715,-71.05983,Private room,245,1,36,2019-9-26,0.87,8,161
14950328,"""Port"" View",92691757,Melissa,,Charlestown,42.36993,-71.06139,Private room,245,1,44,2019-10-13,1.06,8,167
14950378,Sea Chalet,92691757,Melissa,,Charlestown,42.37164,-71.06092,Private room,245,1,24,2019-5-16,0.58,8,181
14950476,Inn the Moment,92691757,Melissa,,Charlestown,42.37208,-71.06134,Private room,289,1,6,2018-6-21,0.14,8,180
14991767,My Flat on Braddock M366,32532791,Marie,,South End,42.34401,-71.07813,Entire home/apt,198,3,26,2019-10-15,0.64,11,114
14993599,"Enjoy private entrance and bath, walk to subway.",94533288,Franklin H.,,Dorchester,42.31086,-71.04945,Private room,105,3,98,2019-11-9,2.39,1,96
14994014,"Downtown!!Stay in a modern apt, walk everywhere!",22591136,Ricardo,,Downtown,42.35169,-71.06419,Entire home/apt,202,91,125,2019-12-1,3,1,87
14995433,LUXURY APARTMENT IN THE HEART OF DOWNTOWN BOSTON,72392354,MariaLuisa,,Chinatown,42.3494,-71.06062,Entire home/apt,199,91,7,2017-3-21,0.17,1,0
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,34614605,Zvi,,Brighton,42.34286,-71.157,Entire home/apt,75,2,111,2020-2-9,3.8,1,57
15018607,CUTE 1 BEDROOM IN EAST BOSTON CLOSE TO AIRPORT,94792025,Cloe,,East Boston,42.3699,-71.03773,Entire home/apt,120,1,261,2020-2-10,6.28,1,59
15020558,Spacious & Elegant Charlestown Condo Near Downtown,199789,John,,Charlestown,42.37948,-71.06512,Entire home/apt,193,91,13,2017-4-18,0.31,1,0
15041925,Walk to Head of the Charles ! Lrg Private bedroom,9795590,Patrick,,Brighton,42.35365,-71.14681,Private room,90,91,7,2018-10-23,0.17,2,0
15048978,Boston South End Condo - Loft & Working Wood Stove,12581156,Chip,,South End,42.33616,-71.07479,Entire home/apt,135,29,126,2020-1-31,3.17,1,178
15068710,"1 BR Lux Furn Apt, WiFi, On-Site Parking, & View",95297525,Carlo And Sandra,,South Boston,42.33497,-71.04463,Entire home/apt,195,3,111,2019-11-12,2.71,1,114
15071378,"Dalton Street, Luxury 1bd Apartment",22541573,Ken,,Back Bay,42.34685,-71.0842,Entire home/apt,255,91,0,,,17,328
15071413,‚òÜFABULOUS CONDO‚ò?minutes from downtown!,90606566,Bridget,,East Boston,42.36544,-71.03185,Entire home/apt,60,91,276,2019-9-28,6.69,2,0
15073826,Elegant condo in Boston's historic Back Bay,15789148,Michael,,Back Bay,42.3522,-71.08563,Entire home/apt,150,91,86,2018-11-18,2.09,1,0
15073943,2 Bedroom in Beacon Hill,4020046,Krysti,,Beacon Hill,42.35788,-71.06957,Entire home/apt,250,91,1,2016-9-24,0.02,4,0
15085512,Cozy private  room,95460673,Jacinter,,Roxbury,42.32244,-71.0751,Private room,50,91,41,2019-10-10,1,2,364
15122796,Cozy private quiet room,95460673,Jacinter,,Roxbury,42.32382,-71.07351,Private room,60,91,53,2019-11-10,1.28,2,364
15126633,Sonder | Winthrop Square | Bold 1BR,12243051,Sonder,,Downtown,42.35464,-71.05966,Entire home/apt,105,30,34,2020-1-19,0.82,188,357
15127120,Sonder | Winthrop Square | Sleek Studio,12243051,Sonder,,Downtown,42.35461,-71.05935,Entire home/apt,105,30,69,2019-12-22,1.69,188,318
15131365,"Location, Location, Location",47142052,Jeff And Eileen,,South Boston,42.33111,-71.03451,Entire home/apt,189,2,76,2019-11-5,1.89,1,84
15140520,Classic Boston Back Bay Designer Studio,1639654,Christopher,,Back Bay,42.35154,-71.08838,Entire home/apt,150,28,160,2019-9-28,3.91,1,180
15147053,Historic JP Brownstone with Parking. Pets Welcome!,14630158,Lynel,,Jamaica Plain,42.30818,-71.11009,Entire home/apt,175,1,184,2020-2-10,4.6,1,44
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,,Beacon Hill,42.35767,-71.07099,Entire home/apt,380,3,194,2020-1-9,4.75,3,239
15166858,(BB-2R) Back Bay Beautiful Beacon Street Studio!,21184200,Airbnb,,Back Bay,42.35063,-71.08675,Entire home/apt,99,1,167,2019-12-15,4.08,12,146
15172518,Spacious|Cozy|Brownstone on Comm|1BR 1BA #1,814298,Thatch,,Back Bay,42.35024,-71.09083,Entire home/apt,245,91,51,2019-11-1,1.64,90,154
15173160,Generous Brownstone on Commonwealth|3BR 1BA #3,814298,Thatch,,Back Bay,42.34874,-71.09068,Entire home/apt,300,91,78,2019-12-1,1.98,90,214
15173640,Calm & Cool|Historic Back Bay Studio Spot,814298,Thatch,,Back Bay,42.34976,-71.09073,Entire home/apt,200,91,49,2020-2-2,1.48,90,231
15174147,On Comm. Mall|Historic Back Bay Brownstone|Studio,814298,Thatch,,Back Bay,42.35007,-71.0908,Entire home/apt,200,91,50,2019-10-27,1.39,90,225
15174895,Garden Level on Comm|Architectural Beauty|1BR 1BA,814298,Thatch,,Back Bay,42.35026,-71.09097,Entire home/apt,245,91,49,2019-11-1,1.36,90,232
15175370,Tasteful|Spacious on Commonwealth|1BR 1BA #1,814298,Thatch,,Back Bay,42.34856,-71.0904,Entire home/apt,200,91,70,2019-10-27,1.89,90,176
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,91,2,2017-11-21,0.05,31,365
15188419,*Bluebird Classy 2-BR Apt Near Boston Opera!!,95459395,Bluebird,,Downtown,42.35228,-71.06362,Entire home/apt,469,9,0,,,43,365
15193504,"Sunny, Quiet, Private Home Office + Free Parking",2343712,Stephanie+Eric,,Roslindale,42.27895,-71.11782,Private room,62,91,45,2017-9-17,1.1,1,0
15222140,North End Efficient 3 BR | 1 BA in Little Italy,9410008,Jason,,North End,42.3671,-71.05376,Entire home/apt,275,2,142,2020-1-20,3.46,18,295
15232309,The Canopy,25844594,Forrest,,Roxbury,42.32807,-71.09247,Entire home/apt,350,2,14,2019-5-19,0.35,1,13
15249493,Located amid the beautiful downtown Boston Skyline,9419684,Mike,,Chinatown,42.35184,-71.06243,Entire home/apt,244,29,0,,,68,153
15251516,Sunny 1-bed apt in central Boston's Bay Village,96990964,Duncan,,Bay Village,42.34874,-71.0686,Entire home/apt,160,2,144,2019-12-1,3.71,1,77
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,,Dorchester,42.30989,-71.04855,Private room,100,1,187,2020-1-1,4.64,4,285
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.37839,-71.03251,Entire home/apt,149,3,54,2020-2-2,1.49,4,164
15284641,3 Bdrm 2BA Apt Quiet Renovated Top Loc. Parking!,40946436,John,,Bay Village,42.34899,-71.06666,Entire home/apt,178,1,191,2020-1-27,4.71,2,72
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34887,-71.06924,Entire home/apt,590,91,0,,,1,0
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,Justin Henry & Jorge,,Dorchester,42.31291,-71.04939,Entire home/apt,135,91,104,2019-10-20,2.54,1,89
15337363,Sonder | Winthrop Square | Charming 1BR,12243051,Sonder,,Downtown,42.35444,-71.05966,Entire home/apt,105,30,48,2020-1-8,1.18,188,210
15338096,Sonder | Winthrop Square | Airy Studio,12243051,Sonder,,Downtown,42.35545,-71.05982,Entire home/apt,105,30,28,2019-12-1,0.7,188,365
15340831,Sonder | Winthrop Square | Bright Studio,12243051,Sonder,,Downtown,42.35543,-71.05808,Entire home/apt,105,30,36,2019-10-18,0.89,188,339
15341441,Sonder | Winthrop Square | Vibrant 1BR,12243051,Sonder,,Downtown,42.35593,-71.05864,Entire home/apt,105,30,18,2019-10-6,0.44,188,273
15342021,Harmonious and Friendly place #2,17736943,Drusilla,,Dorchester,42.30681,-71.08193,Private room,43,3,86,2020-1-17,2.12,2,347
15342033,Sonder | Winthrop Square | Smart Studio,12243051,Sonder,,Downtown,42.35593,-71.05794,Entire home/apt,105,30,58,2020-1-4,1.44,188,295
15344876,Large room in beautiful Victorian,15198549,Felicia,,Roxbury,42.31628,-71.09564,Private room,65,91,6,2018-8-11,0.15,2,146
15375825,Sonder | Winthrop Square | Unique Studio,12243051,Sonder,,Downtown,42.35572,-71.05922,Entire home/apt,105,30,25,2019-5-27,0.62,188,339
15376003,Spacious 1BR w/Full Bath on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33385,-71.04569,Private room,90,2,149,2020-1-31,3.76,1,127
15390344,Sonder | Winthrop Square | Artsy Studio,12243051,Sonder,,Downtown,42.35453,-71.05977,Entire home/apt,105,30,24,2019-12-28,0.59,188,339
15390808,Sonder | Winthrop Square | Lively Studio,12243051,Sonder,,Downtown,42.35602,-71.05939,Entire home/apt,105,30,43,2019-12-30,1.06,188,365
15390860,Sonder | Winthrop Square | Cozy Studio,12243051,Sonder,,Downtown,42.35521,-71.05955,Entire home/apt,105,30,51,2019-12-25,1.26,188,365
15397125,Luxury 4BR | 2.5BA Back Bay Duplex,9410008,Jason,,Back Bay,42.34983,-71.08955,Entire home/apt,500,2,109,2020-1-22,2.7,18,321
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.38101,-71.03065,Entire home/apt,155,1,109,2020-2-8,2.72,1,4
15407065,Sonder | Winthrop Square | Lovely 2BR,12243051,Sonder,,Downtown,42.35422,-71.06004,Entire home/apt,104,30,66,2019-11-10,1.63,188,300
15407347,Sonder | Winthrop Square | Lovely 1BR,12243051,Sonder,,Downtown,42.35602,-71.05917,Entire home/apt,105,30,77,2020-1-8,1.91,188,321
15407480,Sonder | Winthrop Square | Lovely Studio,12243051,Sonder,,Downtown,42.35578,-71.05778,Entire home/apt,105,30,51,2020-1-24,1.26,188,355
15412846,Brand New Room+ Private Bathroom~2 mins from the T,1937655,Cindy,,Allston,42.3536,-71.1254,Private room,85,91,31,2017-11-12,0.96,1,0
15429538,"Serene, light-filled room in old Victorian.",12164071,Cynthia And Paul,,Jamaica Plain,42.31344,-71.10818,Private room,50,2,200,2020-1-6,4.93,2,293
15444930,Sonder | Winthrop Square | Sunny Studio,12243051,Sonder,,Downtown,42.35442,-71.05847,Entire home/apt,105,30,39,2020-1-10,0.98,188,355
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,91,5,2018-1-28,0.12,31,365
15463154,Sonder | Winthrop Square | Modern Studio,12243051,Sonder,,Downtown,42.35578,-71.05944,Entire home/apt,105,30,80,2019-12-28,1.97,188,277
15471042,Central Boston luxury 1brm w/ sleep sofa and gym,66533138,Val,,North End,42.36361,-71.0568,Entire home/apt,130,1,187,2019-12-4,4.69,4,254
15476718,Lower Allston,99345769,Danny,,Brighton,42.36182,-71.14011,Private room,85,91,5,2018-4-28,0.17,1,0
15481668,"Historic Charlestown (Boston), updated 1 bed!",22289025,Jeff,,Charlestown,42.37816,-71.06293,Entire home/apt,265,2,12,2019-10-22,0.3,1,207
15483912,Downstairs Room in Stunning NorthEnd Loft,1238379,Jacobo & Elizabeth,,North End,42.36782,-71.05708,Private room,80,1,121,2020-1-17,3.04,1,260
15504162,"Designer Studio & Patio, Hot-Tub in Best Location",825370,Sebastien,,Back Bay,42.35414,-71.07626,Entire home/apt,315,91,299,2019-12-1,7.44,1,279
15517432,Modern Penthouse in the Heart of Boston-South end,99728847,Naoual,,South End,42.34444,-71.07628,Entire home/apt,200,91,232,2020-1-2,5.82,2,319
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30911,-71.04698,Private room,75,1,176,2020-2-7,4.4,4,332
15528667,"New Construction Comfort, Easy To Get Everywhere",93820834,Maria,,Charlestown,42.38185,-71.06891,Private room,190,3,11,2019-6-9,0.32,3,88
15543038,Sonder | Boston Common | Gorgeous 2BR,12243051,Sonder,,Chinatown,42.35154,-71.06151,Entire home/apt,167,30,42,2020-1-2,1.04,188,145
15543904,Sonder | Boston Common | Sun-Filled 2BR,12243051,Sonder,,Downtown,42.35174,-71.06291,Entire home/apt,167,30,85,2020-1-1,2.12,188,114
15548410,"Private Full Bath, Cozy Room, Amazing Location",11635304,Will&Grace,,Mission Hill,42.33194,-71.10864,Private room,81,1,326,2020-2-2,8.09,1,35
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.35501,-71.12929,Entire home/apt,111,1,327,2020-1-31,8.83,1,175
15581608,New Stylish Studio Overlooking Newbury Street!,44341268,Tony,,Back Bay,42.34798,-71.08529,Entire home/apt,249,3,125,2020-2-9,3.11,3,31
15581890,Lovely Brownstone on Commonwealth|3 BR 1BA #2,814298,Thatch,,Back Bay,42.34843,-71.08859,Entire home/apt,300,91,88,2019-12-28,2.48,90,40
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Back Bay,42.34754,-71.08414,Entire home/apt,249,3,138,2020-2-6,3.44,3,40
15582521,North end and TD Garden Boston 1brm,66533138,Val,,North End,42.3656,-71.05688,Entire home/apt,107,1,152,2020-1-25,3.81,4,242
15616726,Beautiful all furnish Home,100685694,Frances,,Roslindale,42.27664,-71.12639,Entire home/apt,195,2,158,2020-2-3,3.94,1,270
15630129,Sonder | Boston Common | Sleek 1BR + Sofa Bed,12243051,Sonder,,Chinatown,42.35119,-71.0618,Entire home/apt,130,30,112,2019-12-20,2.82,188,187
15660279,Lrg 4 Bdrm Best Location Prvt. Patio Quiet Parking,25146457,Nicholas,,Bay Village,42.35005,-71.06695,Entire home/apt,353,1,146,2020-1-30,3.67,1,65
15661261,South Boston Condo,40366300,Jason,,South Boston,42.33982,-71.04952,Entire home/apt,279,2,11,2019-11-3,1.09,1,200
15665707,"Quite, clean and easy!",16052189,Jonathan,,Hyde Park,42.23704,-71.13285,Private room,44,91,8,2019-7-27,0.2,8,364
15665935,"Boston private room - Spacious, tidy, close to T",16052189,Jonathan,,Hyde Park,42.23576,-71.1324,Private room,44,91,6,2019-12-31,0.34,8,365
15710997,Large relaxing apt. next to metro 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,120,2,127,2020-1-24,3.5,2,163
15767124,5 Star Rated Exec Penthouse‚òÖDeck‚òÖAce Location‚òÖLuxe,59234220,Lara,,Beacon Hill,42.3605,-71.06856,Entire home/apt,169,28,102,2019-1-1,2.69,7,1
15773147,Marco and Marcela‚Äôs room,57812241,Alexia,,Dorchester,42.3196,-71.05703,Private room,75,91,11,2018-7-13,0.31,8,132
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34709,-71.09429,Private room,54,91,4,2017-6-29,0.12,1,0
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,Downtown,42.35862,-71.0628,Entire home/apt,160,91,103,2019-9-24,2.62,1,88
15819226,Historic Back Bay Condo,5139380,Cheryl,,Back Bay,42.35173,-71.08641,Entire home/apt,350,30,29,2020-1-28,0.84,1,79
15821724,Upscale Private 2 Bedroom Suite w/Kitchen and Bath,44448784,Peter,,Dorchester,42.28048,-71.06978,Entire home/apt,100,2,107,2020-1-22,5.16,1,80
15827529,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34623,-71.08863,Entire home/apt,299,9,23,2020-2-7,0.68,15,76
15830969,Modern Design+Convenience in Historic Neighborhood,102501637,Andrew,,South End,42.33681,-71.07408,Entire home/apt,160,91,30,2019-11-11,2.37,1,48
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31676,-71.10929,Entire home/apt,180,5,30,2019-12-3,1.31,1,227
15844973,‚òÜPenthouse - Stunning Harbor View - Walk Score 97‚ù?14232249,Henry,,Downtown,42.36136,-71.06329,Private room,68,91,258,2018-12-31,6.51,1,0,
15901362,Fabulous North End 3 BR | 1.5 BA in Little Italy,9410008,Jason,,North End,42.36637,-71.05216,Entire home/apt,300,2,142,2020-1-12,3.6,18,264
15929108,Top-of-the-hill 1882 Victorian house.,6465607,Crystal,,Dorchester,42.31429,-71.06473,Private room,80,3,98,2019-12-24,2.58,1,80
15954650,3rd floor private bedroom with full size bed,69267172,Lynda,,Roslindale,42.27678,-71.13469,Private room,37,91,28,2019-11-14,0.85,6,365
15956789,Huge Luxury 2 Story Brownstone with Roofdeck,37616482,Dan & Sheila,,Roxbury,42.32595,-71.09727,Entire home/apt,149,2,151,2020-1-20,3.83,1,49
15974807,Large 4BDR near Harvard w/ FREE Parking,10250028,Michelle,,Allston,42.35871,-71.13249,Entire home/apt,188,1,130,2020-1-29,3.3,2,142
15985435,Beautiful Charlestown Condo!,23692234,Whitney,,Charlestown,42.37394,-71.0642,Entire home/apt,200,91,49,2018-9-22,1.42,1,92
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35309,-71.07697,Entire home/apt,152,91,3,2017-7-2,0.08,1,0
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.2937,-71.05435,Entire home/apt,162,2,99,2020-1-30,2.97,1,296
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35404,-71.13107,Entire home/apt,289,91,71,2019-8-10,1.92,1,241
16177662,Houseboat White Elephant:  HUGE Boat Rental Downtown Boston!,105620455,SleepAfloat,,North End,42.36408,-71.04988,Entire home/apt,292,91,26,2019-10-6,0.86,2,205
16177663,M/V Patriot:  Absolutely Amazing Boat Rental Downtown on the Waterfront!,105620455,SleepAfloat,,North End,42.36388,-71.05075,Entire home/apt,265,91,17,2019-10-26,0.51,2,215
16188636,Cozy room on Athol St,62457579,David,,Allston,42.36028,-71.13398,Private room,47,91,5,2018-5-28,0.15,2,0
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.3833,-71.07842,Private room,54,1,43,2020-2-8,1.37,11,215
16239455,Charming Loft w. Jacuzzi - 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,87,28,94,2019-11-17,2.48,2,161
16272709,Clean and spacious 2 bed apartment,69267172,Lynda,,Roslindale,42.27619,-71.13311,Entire home/apt,105,1,45,2019-10-28,1.24,6,365
16275852,"Modern,Luxury 1BR APT in Back Bay",43035126,Helen,,Back Bay,42.35072,-71.0795,Entire home/apt,140,91,5,2020-1-24,0.16,1,365
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33734,-71.04751,Entire home/apt,110,91,20,2019-11-8,0.56,1,175
16288361,*Spacious2beds*/free parking Boston,70833557,Ken,,South End,42.34032,-71.08101,Entire home/apt,69,1,337,2020-1-26,8.78,1,191
16347088,Beautfiul Back Bay Loft with Amazing Views,107036922,Ryan,,Back Bay,42.3526,-71.07201,Entire home/apt,165,91,101,2017-11-28,2.68,1,364
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.3825,-71.07851,Private room,104,1,143,2020-1-1,3.77,11,206
16379917,Beautiful 1bd with master & Public transportation,16052189,Jonathan,,Hyde Park,42.23739,-71.1331,Entire home/apt,89,91,7,2019-7-2,0.18,8,96
16392095,Close to MGH‚òÖWalk Everywhere‚òÖBeacon Hill by Luxe,59234220,Lara,,Beacon Hill,42.3598,-71.06901,Entire home/apt,99,28,97,2018-11-26,2.6,7,0
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,,Roxbury,42.32874,-71.09369,Private room,73,6,41,2020-2-9,1.14,1,119
16436951,Beacon Hill Condo,106927354,Steve,,Beacon Hill,42.3588,-71.06512,Entire home/apt,104,28,1,2020-2-10,1,1,306
16453322,Cozy Southie pad 3,34343733,Steven,,South Boston,42.33622,-71.0409,Entire home/apt,250,91,83,2019-11-5,2.33,1,235
16453657,Private Room by the Red Line!,16186589,Marie,,Dorchester,42.28698,-71.06495,Private room,60,30,3,2019-2-11,0.14,25,364
